datapath:/Users/vilkomira21/My Drive/ALBD/data/add_dim/mnist_1.csv
asIs:0.556
div:0.889
rows:10000
xcols:784
ycols:1
exploit, 20:0.74
explore, 20:0.73
Random, 20:0.73
b2, 20:0.73
EI_Linear, 20:9.61
expoit2, 20:0.73
UCB_GPM, 20:38.75
uncertainty_score, 20:0.74
margin_sampling, 20:0.73
simple_ucb, 20:0.73
balanced_ratio, 20:0.73
PI_linear, 20:0.73
harmonic_mean, 20:0.74
exp_margin, 20:0.73
ALBD, 20:2.01
exploit, 40:1.83
explore, 40:1.81
Random, 40:1.8
b2, 40:1.79
EI_Linear, 40:21.56
expoit2, 40:1.8
UCB_GPM, 40:91.57
uncertainty_score, 40:1.78
margin_sampling, 40:1.77
simple_ucb, 40:1.78
balanced_ratio, 40:1.78
PI_linear, 40:1.78
harmonic_mean, 40:1.78
exp_margin, 40:1.79
ALBD, 40:4.62
exploit, 60:3.02
explore, 60:3.02
Random, 60:3.02
b2, 60:3.03
EI_Linear, 60:33.48
expoit2, 60:3.01
UCB_GPM, 60:156.73
uncertainty_score, 60:3.05
margin_sampling, 60:3.06
simple_ucb, 60:3.05
balanced_ratio, 60:3.04
PI_linear, 60:3.03
harmonic_mean, 60:3.01
exp_margin, 60:3.01
ALBD, 60:7.41
#
0,               exploit, 20,  0.00,  0.00, *---                |                   ,  0.00,  0.00,  0.00,  0.00,  0.11
0,                Random, 20,  0.00,  0.00, *---                |                   ,  0.00,  0.00,  0.00,  0.00,  0.11
0,                    b2, 20,  0.00,  0.00, *------------       |                   ,  0.00,  0.00,  0.00,  0.00,  0.33
0,             EI_Linear, 20,  0.00,  0.00, *---                |                   ,  0.00,  0.00,  0.00,  0.00,  0.11
0,               UCB_GPM, 20,  0.00,  0.11, *                   |                   ,  0.00,  0.00,  0.00,  0.11,  0.11
0,       margin_sampling, 20,  0.00,  0.00, *---                |                   ,  0.00,  0.00,  0.00,  0.00,  0.11
0,        balanced_ratio, 20,  0.00,  0.22, *       -----       |                   ,  0.00,  0.00,  0.00,  0.22,  0.33
0,             PI_linear, 20,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,         harmonic_mean, 20,  0.00,  0.11, *   -------------   |                   ,  0.00,  0.00,  0.00,  0.11,  0.44
0,            exp_margin, 20,  0.00,  0.00, *------------       |                   ,  0.00,  0.00,  0.00,  0.00,  0.33
0,               exploit, 40,  0.00,  0.11, *                   |                   ,  0.00,  0.00,  0.00,  0.11,  0.11
0,                Random, 40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,                    b2, 40,  0.00,  0.00, *------------       |                   ,  0.00,  0.00,  0.00,  0.00,  0.33
0,             EI_Linear, 40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,               UCB_GPM, 40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,       margin_sampling, 40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,             PI_linear, 40,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,         harmonic_mean, 40,  0.00,  0.11, *   ---------       |                   ,  0.00,  0.00,  0.00,  0.11,  0.33
0,            exp_margin, 40,  0.00,  0.00, *---                |                   ,  0.00,  0.00,  0.00,  0.00,  0.11
0,               exploit, 60,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,                Random, 60,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,                    b2, 60,  0.00,  0.00, *------------       |                   ,  0.00,  0.00,  0.00,  0.00,  0.33
0,             EI_Linear, 60,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,               expoit2, 60,  0.00,  0.11, *                   |                   ,  0.00,  0.00,  0.00,  0.11,  0.11
0,               UCB_GPM, 60,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,     uncertainty_score, 60,  0.00,  0.11, *   ----            |                   ,  0.00,  0.00,  0.00,  0.11,  0.22
0,       margin_sampling, 60,  0.00,  0.00, *---                |                   ,  0.00,  0.00,  0.00,  0.00,  0.11
0,             PI_linear, 60,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
0,            exp_margin, 60,  0.00,  0.00, *                   |                   ,  0.00,  0.00,  0.00,  0.00,  0.00
#
1,               explore, 20,  0.11,  0.22,     *   ------------|-                  ,  0.00,  0.00,  0.11,  0.22,  0.56
1,               expoit2, 20,  0.11,  0.11,     *------------   |                   ,  0.00,  0.00,  0.11,  0.11,  0.44
1,     uncertainty_score, 20,  0.11,  0.11, ----*   -----       |                   ,  0.00,  0.11,  0.11,  0.22,  0.33
1,            simple_ucb, 20,  0.11,  0.22, ----*        ----   |                   ,  0.00,  0.11,  0.11,  0.33,  0.44
1,                  ALBD, 20,  0.11,  0.11,     *--------       |                   ,  0.00,  0.00,  0.11,  0.11,  0.33
1,               explore, 40,  0.11,  0.33,     *        -------|-----              ,  0.00,  0.00,  0.11,  0.33,  0.67
1,               expoit2, 40,  0.11,  0.11,     *--------       |                   ,  0.00,  0.00,  0.11,  0.11,  0.33
1,     uncertainty_score, 40,  0.11,  0.22,     *   ---------   |                   ,  0.00,  0.00,  0.11,  0.22,  0.44
1,            simple_ucb, 40,  0.11,  0.11,     *---------------|-----              ,  0.00,  0.00,  0.11,  0.11,  0.67
1,        balanced_ratio, 40,  0.11,  0.11, ----*   -----       |                   ,  0.00,  0.11,  0.11,  0.22,  0.33
1,                  ALBD, 40,  0.11,  0.22,     *   ---------   |                   ,  0.00,  0.00,  0.11,  0.22,  0.44
1,            simple_ucb, 60,  0.11,  0.22,     *   ------------|-                  ,  0.00,  0.00,  0.11,  0.22,  0.56
1,        balanced_ratio, 60,  0.11,  0.11,     *------------   |                   ,  0.00,  0.00,  0.11,  0.11,  0.44
1,         harmonic_mean, 60,  0.11,  0.11, ----*   -----       |                   ,  0.00,  0.11,  0.11,  0.22,  0.33
1,                  ALBD, 60,  0.11,  0.22,     *   ---------   |                   ,  0.00,  0.00,  0.11,  0.22,  0.44
#
2,               explore, 60,  0.22,  0.22, ----    *    -------|-                  ,  0.00,  0.11,  0.22,  0.33,  0.56
#
3,                asIs,10000,  0.44,  0.56, --------         *  |          ----     ,  0.00,  0.22,  0.44,  0.78,  0.89
