datapath:/Users/vilkomira21/My Drive/ALBD/data/add_dim/Life Expectancy Data.csv
asIs:0.364
div:0.445
rows:2938
xcols:20
ycols:2
exploit, 20:0.03
explore, 20:0.03
Random, 20:0.03
b2, 20:0.03
EI_Linear, 20:0.49
expoit2, 20:0.03
UCB_GPM, 20:1.54
uncertainty_score, 20:0.03
margin_sampling, 20:0.03
simple_ucb, 20:0.03
balanced_ratio, 20:0.03
PI_linear, 20:0.03
harmonic_mean, 20:0.03
exp_margin, 20:0.03
ALBD, 20:0.09
exploit, 40:0.08
explore, 40:0.08
Random, 40:0.08
b2, 40:0.08
EI_Linear, 40:1.11
expoit2, 40:0.08
UCB_GPM, 40:3.99
uncertainty_score, 40:0.08
margin_sampling, 40:0.08
simple_ucb, 40:0.08
balanced_ratio, 40:0.08
PI_linear, 40:0.08
harmonic_mean, 40:0.08
exp_margin, 40:0.08
ALBD, 40:0.2
exploit, 60:0.13
explore, 60:0.14
Random, 60:0.13
b2, 60:0.13
EI_Linear, 60:1.74
expoit2, 60:0.13
UCB_GPM, 60:7.41
uncertainty_score, 60:0.14
margin_sampling, 60:0.13
simple_ucb, 60:0.14
balanced_ratio, 60:0.14
PI_linear, 60:0.14
harmonic_mean, 60:0.13
exp_margin, 60:0.14
ALBD, 60:0.33
#
0,               exploit, 60,  0.03,  0.03, *--                 |                   ,  0.01,  0.03,  0.03,  0.05,  0.09
0,               exploit, 40,  0.03,  0.03, *----               |                   ,  0.01,  0.03,  0.03,  0.05,  0.16
0,               UCB_GPM, 60,  0.04,  0.01, -*--                |                   ,  0.01,  0.04,  0.04,  0.05,  0.13
0,               UCB_GPM, 40,  0.05,  0.04, -*-                 |                   ,  0.03,  0.04,  0.05,  0.07,  0.09
0,             PI_linear, 60,  0.05,  0.05,  *-                 |                   ,  0.01,  0.03,  0.05,  0.08,  0.09
0,            exp_margin, 60,  0.06,  0.01, -*-----             |                   ,  0.03,  0.05,  0.06,  0.07,  0.19
0,             PI_linear, 40,  0.06,  0.05,  *----              |                   ,  0.01,  0.03,  0.06,  0.08,  0.18
0,       margin_sampling, 60,  0.06,  0.03, -*---               |                   ,  0.03,  0.05,  0.06,  0.08,  0.14
0,                Random, 60,  0.06,  0.05,   *---              |                   ,  0.04,  0.05,  0.06,  0.11,  0.16
0,                    b2, 60,  0.07,  0.11,   *  --             |                   ,  0.03,  0.03,  0.07,  0.14,  0.20
0,             EI_Linear, 60,  0.07,  0.03,   *-                |                   ,  0.06,  0.06,  0.07,  0.08,  0.12
#
1,            exp_margin, 40,  0.08,  0.09,   *  -              |                   ,  0.05,  0.06,  0.08,  0.15,  0.17
1,                    b2, 40,  0.08,  0.10, - *   -             |                   ,  0.01,  0.06,  0.08,  0.16,  0.21
1,                  ALBD, 60,  0.08,  0.01, --*--               |                   ,  0.03,  0.07,  0.08,  0.09,  0.16
1,               exploit, 20,  0.09,  0.04, -- *----            |                   ,  0.03,  0.07,  0.09,  0.11,  0.22
1,             EI_Linear, 40,  0.09,  0.03, -- *--              |                   ,  0.03,  0.07,  0.09,  0.11,  0.17
1,                Random, 40,  0.09,  0.03, -- *-               |                   ,  0.04,  0.07,  0.09,  0.11,  0.15
1,         harmonic_mean, 60,  0.09,  0.07, -- * ---            |                   ,  0.02,  0.07,  0.09,  0.14,  0.22
1,                  ALBD, 40,  0.09,  0.10, -  *----            |                   ,  0.03,  0.04,  0.09,  0.14,  0.21
1,       margin_sampling, 40,  0.10,  0.04,  - *--              |                   ,  0.06,  0.08,  0.10,  0.12,  0.18
1,                    b2, 20,  0.10,  0.09, -- * ----           |                   ,  0.03,  0.07,  0.10,  0.16,  0.24
1,             PI_linear, 20,  0.11,  0.08, ---*  -             |                   ,  0.02,  0.09,  0.11,  0.17,  0.21
1,       margin_sampling, 20,  0.11,  0.06, -- *--              |                   ,  0.03,  0.08,  0.11,  0.13,  0.17
1,                  ALBD, 20,  0.11,  0.10,  -  * ----          |                   ,  0.04,  0.07,  0.11,  0.17,  0.28
1,         harmonic_mean, 40,  0.11,  0.05, --- *---            |                   ,  0.02,  0.10,  0.11,  0.15,  0.23
1,     uncertainty_score, 60,  0.11,  0.08,     *-              |                   ,  0.04,  0.06,  0.11,  0.13,  0.16
1,               UCB_GPM, 20,  0.11,  0.03,  -- *               |                   ,  0.06,  0.09,  0.11,  0.12,  0.14
#
2,            exp_margin, 20,  0.13,  0.08,  -  * -             |                   ,  0.05,  0.08,  0.13,  0.16,  0.21
2,            simple_ucb, 60,  0.13,  0.10, -   *---            |                   ,  0.03,  0.06,  0.13,  0.16,  0.21
