datapath:/Users/vilkomira21/My Drive/ALBD/data/add_dim/WA_Fn-UseC_-HR-Employee-Attrition.csv
asIs:0.844
div:0.443
rows:1470
xcols:32
ycols:3
exploit, 14:0.03
explore, 14:0.03
Random, 14:0.03
b2, 14:0.03
EI_Linear, 14:0.46
expoit2, 14:0.03
UCB_GPM, 14:1.0
uncertainty_score, 14:0.03
margin_sampling, 14:0.03
simple_ucb, 14:0.03
balanced_ratio, 14:0.03
PI_linear, 14:0.03
harmonic_mean, 14:0.03
exp_margin, 14:0.03
ALBD, 14:0.08
exploit, 40:0.12
explore, 40:0.12
Random, 40:0.13
b2, 40:0.13
EI_Linear, 40:1.69
expoit2, 40:0.13
UCB_GPM, 40:4.8
uncertainty_score, 40:0.12
margin_sampling, 40:0.12
simple_ucb, 40:0.13
balanced_ratio, 40:0.12
PI_linear, 40:0.13
harmonic_mean, 40:0.12
exp_margin, 40:0.12
ALBD, 40:0.31
exploit, 60:0.21
explore, 60:0.21
Random, 60:0.21
b2, 60:0.21
EI_Linear, 60:2.62
expoit2, 60:0.21
UCB_GPM, 60:8.57
uncertainty_score, 60:0.21
margin_sampling, 60:0.21
simple_ucb, 60:0.21
balanced_ratio, 60:0.21
PI_linear, 60:0.21
harmonic_mean, 60:0.21
exp_margin, 60:0.21
ALBD, 60:0.5
#
0,             PI_linear, 40,  0.30,  0.08,   * ------          |                   ,  0.27,  0.27,  0.30,  0.35,  0.46
0,             PI_linear, 60,  0.30,  0.13,   *    --           |                   ,  0.27,  0.27,  0.30,  0.40,  0.43
0,                  ALBD, 60,  0.30,  0.10,   *  ---            |                   ,  0.27,  0.27,  0.30,  0.37,  0.42
#
1,     uncertainty_score, 40,  0.32,  0.09,  - *  -------       |                   ,  0.30,  0.30,  0.32,  0.38,  0.50
1,                  ALBD, 40,  0.32,  0.08,  - *  --            |                   ,  0.29,  0.30,  0.32,  0.37,  0.41
1,               exploit, 60,  0.34,  0.10,     * -------       |                   ,  0.26,  0.27,  0.34,  0.37,  0.51
1,         harmonic_mean, 60,  0.35,  0.09,  -  * ---           |                   ,  0.29,  0.30,  0.35,  0.38,  0.44
1,               UCB_GPM, 40,  0.35,  0.06,  --  *-             |                   ,  0.29,  0.32,  0.35,  0.38,  0.40
1,         harmonic_mean, 40,  0.35,  0.06, ---  *-----         |                   ,  0.27,  0.32,  0.35,  0.38,  0.47
1,                    b2, 60,  0.35,  0.16,      *   -          |                   ,  0.26,  0.27,  0.35,  0.43,  0.45
1,     uncertainty_score, 60,  0.37,  0.09, --   *--            |                   ,  0.27,  0.30,  0.37,  0.38,  0.42
#
2,               UCB_GPM, 14,  0.38,  0.07,   --  * -           |                   ,  0.30,  0.35,  0.38,  0.41,  0.44
2,             EI_Linear, 60,  0.38,  0.04,   --- * ---         |                   ,  0.30,  0.37,  0.38,  0.41,  0.47
2,               UCB_GPM, 60,  0.38,  0.02,      -*             |                   ,  0.35,  0.38,  0.38,  0.40,  0.40
