Dataset,CPU Time (s),GPU Time (s),Speedup,CPU Memory (MB),GPU Memory (MB),Memory Ratio,CPU Score,GPU Score,Score Difference (%)
SS-R.csv,0.13593069712320963,0.005110422770182292,26.598718586713108,0.0,0.0,0,0.0,0.0,0
china.csv,0.1381660302480062,0.007301727930704753,18.922374478922908,0.0,0.0,0,0.0,0.0,0
accessories.csv,0.1359256903330485,0.004228035608927409,32.1486626191237,0.0,0.0,0,0.0,0.0,0
coc1000.csv,0.13854829470316568,0.007879336675008139,17.583751071662714,0.0,0.0,0,0.0,0.0,0
SS-U.csv,0.13723540306091309,0.006311575571695964,21.743446070160417,0.0,0.0,0,0.0,0.0,0
Life Expectancy Data.csv,0.13934930165608725,0.008821725845336914,15.796149653612966,0.0,0.0,0,0.0,0.0,0
mxmh_survey_results.csv,0.1405006249745687,0.008185625076293945,17.164312274876455,0.0,0.0,0,0.0,0.0,0
player_statistics_cleaned_final.csv,0.07207902272542317,0.006129662195841472,11.759053015078633,0.0,0.0,0,0.0,0.0,0
dress-up.csv,0.13765732447306314,0.005192995071411133,26.50827173530447,0.0,0.0,0,0.0,0.0,0
socks.csv,0.13941367467244467,0.008348703384399414,16.69884151507363,0.0,0.0,0,0.0,0.0,0
wallpaper.csv,0.13760598500569662,0.005924224853515625,23.227677613221722,0.0,0.0,0,0.0,0.0,0
WA_Fn-UseC_-Telco-Customer-Churn.csv,0.14058558146158853,0.007124265034993489,19.73334523225202,0.0,0.0,0,0.0,0.0,0
BankChurners.csv,0.14275407791137695,0.010817686716715494,13.196359041419946,0.0,0.0,0,0.0,0.0,0
xomo_ground.csv,0.14567192395528158,0.013297319412231445,10.95498419187301,0.0,0.0,0,0.0,0.0,0
nasa93dem.csv,0.07034039497375488,0.0030330022176106772,23.19167278063096,0.0,0.0,0,0.0,0.0,0
xomo_osp2.csv,0.1449437141418457,0.01352238655090332,10.718796833400921,0.015625,0.0,0,0.0,0.0,0
xomo_osp.csv,0.14752928415934244,0.013467629750569662,10.954361449764548,0.0,0.0,0,0.0,0.0,0
xomo_flight.csv,0.14519762992858887,0.01337726910909017,10.854056141393137,0.0,0.0,0,0.0,0.0,0
SQL_AllMeasurements.csv,0.14429203669230142,0.00991368293762207,14.554836744346375,0.0,0.0,0,0.0,0.0,0
Loan.csv,0.154095729192098,0.019759337107340496,7.798628484092829,0.015625,0.015625,1.0,0.0,0.0,0
Data_COVID19_Indonesia.csv,0.15615534782409668,0.02076435089111328,7.520357782574749,0.0,0.0,0,0.0,0.0,0
WA_Fn-UseC_-HR-Employee-Attrition.csv,0.14846030871073404,0.01308004061381022,11.35014126439226,0.0,0.0,0,0.0,0.0,0
Marketing_Analytics.csv,0.14872161547342935,0.014288981755574545,10.40813250499174,0.0,0.0,0,0.0,0.0,0
Car_price_cleaned.csv,0.15097808837890625,0.016889015833536785,8.939424882242497,0.0,0.0,0,0.0,0.0,0
student_dropout.csv,0.1454432805379232,0.01205134391784668,12.068635791111904,0.0,0.0,0,0.0,0.0,0
home_data_for_ml_course.csv,0.1621567408243815,0.027129252751668293,5.977191569141534,0.0,0.0,0,0.0,0.0,0
all_players.csv,0.16308697064717612,0.028023958206176758,5.819555162312158,0.0,0.0,0,0.0,0.0,0
Medical_Data_and_Hospital_Readmissions.csv,0.15878828366597494,0.024104913075764973,6.587382545910126,0.015625,0.0,0,0.0,0.0,0
Scrum10k.csv,0.16570234298706055,0.03040933609008789,5.449061515061233,-1.515625,0.0,0,0.0,0.0,0
Scrum1k.csv,0.1633759339650472,0.027558644612630207,5.92830076592996,0.0,0.0,0,0.0,0.0,0
Scrum100k.csv,0.19360939661661783,0.05914807319641113,3.273300145783367,6.390625,0.84375,7.574074074074074,0.0,0.0,0
billing10k.csv,0.1568303108215332,0.022349039713541668,7.017317649066909,0.015625,0.015625,1.0,0.0,0.0,0
